epoch,train_loss,val_loss,lr
106,0.00151,0.000535,0.00045295
107,0.001034,0.000288,0.00044513
108,0.00099,0.000317,0.00043733
109,0.001077,0.000379,0.00042955
110,0.00126,0.000284,0.00042178
111,0.001142,0.000424,0.00041404
112,0.000933,0.000405,0.00040631
113,0.000911,0.000436,0.00039861
114,0.000885,0.000285,0.00039093
115,0.001408,0.000325,0.00038328
116,0.001029,0.000177,0.00037566
117,0.001122,0.000382,0.00036806
118,0.001191,0.000383,0.0003605
119,0.001223,0.000445,0.00035298
120,0.001301,0.000261,0.00034549
121,0.00089,0.00021,0.00033804
122,0.000866,0.000259,0.00033063
123,0.000882,0.000182,0.00032326
124,0.00076,0.000187,0.00031594
125,0.000855,0.000353,0.00030866
126,0.001137,0.000294,0.00030143
127,0.000958,0.000406,0.00029424
128,0.000856,0.000249,0.00028711
129,0.000949,0.000251,0.00028003
130,0.000919,0.000298,0.000273
131,0.001075,0.000499,0.00026604
132,0.000956,0.000152,0.00025912
133,0.000858,0.000106,0.00025227
134,0.000716,0.000141,0.00024548
135,0.000739,0.000136,0.00023875
136,0.000818,0.000202,0.00023209
137,0.000912,0.000276,0.00022549
138,0.000807,0.000209,0.00021896
139,0.000834,0.000171,0.0002125
140,0.000945,0.000184,0.00020611
141,0.000709,0.000146,0.00019979
142,0.000959,0.000137,0.00019355
143,0.000778,0.000166,0.00018738
144,0.00086,0.000216,0.00018129
145,0.000647,0.000159,0.00017528
146,0.000748,0.00014,0.00016934
147,0.000732,0.000148,0.00016349
148,0.000825,0.000165,0.00015773
149,0.000806,0.000126,0.00015204
150,0.000661,0.000129,0.00014645
151,0.000685,9e-05,0.00014094
152,0.000729,0.000109,0.00013552
153,0.000706,9.4e-05,0.00013018
154,0.000669,0.000117,0.00012494
155,0.00083,0.000152,0.0001198
156,0.000679,0.000133,0.00011474
157,0.000714,0.0001,0.00010978
158,0.000667,9.7e-05,0.00010492
159,0.000566,0.000115,0.00010016
160,0.00063,0.000103,9.549e-05
161,0.000649,0.000101,9.093e-05
162,0.000566,9.5e-05,8.646e-05
163,0.000817,8.8e-05,8.21e-05
164,0.000836,9.8e-05,7.784e-05
165,0.000756,0.00012,7.368e-05
166,0.000832,0.0001,6.963e-05
167,0.000702,9.8e-05,6.568e-05
168,0.000596,0.00015,6.185e-05
169,0.000777,0.000124,5.812e-05
170,0.000574,0.000122,5.45e-05
171,0.000868,0.000133,5.099e-05
172,0.00064,0.000106,4.759e-05
173,0.000602,0.00011,4.43e-05
174,0.000491,0.000101,4.112e-05
175,0.000664,9.5e-05,3.806e-05
176,0.00065,9.1e-05,3.511e-05
177,0.000584,8.6e-05,3.228e-05
178,0.000539,0.000134,2.956e-05
179,0.00053,9.6e-05,2.696e-05
180,0.000543,7.5e-05,2.447e-05
181,0.000612,0.000104,2.21e-05
182,0.000568,0.000219,1.985e-05
183,0.000553,9.5e-05,1.772e-05
184,0.00069,9.5e-05,1.571e-05
185,0.000562,0.000109,1.382e-05
186,0.000715,0.000143,1.204e-05
187,0.000612,8.6e-05,1.039e-05
188,0.000489,0.000175,8.86e-06
189,0.000612,0.000162,7.45e-06
190,0.00059,0.000116,6.16e-06
191,0.000698,0.000153,4.99e-06
192,0.000492,8.3e-05,3.94e-06
193,0.000585,8.6e-05,3.02e-06
194,0.000627,0.000129,2.22e-06
195,0.000617,0.000118,1.54e-06
196,0.000541,6.9e-05,9.9e-07
197,0.000613,0.000132,5.6e-07
198,0.000554,7.7e-05,2.5e-07
199,0.00057,7.3e-05,6e-08
200,0.000607,0.000122,0.0
